,,Subject,,,659,
,,Protocol,,,Level_8 v2,
,,Type,,,Master,
,,Channel,,,8,
,,Master,,,,
,,Date,,,2025-12-12,
,,Time,,,17:50:37,570,
,,Clock,,,5,
,,Time Warp,,,1x,
3599,1079,680,Reg,13,Accuracy,   75,397,
3600,1079,680,Reg,14,Omission,    0,000,
3601,1080,255,Input,1,On1A1,,
3602,1080,255,Exit,1,MagEntry,1,
3603,1080,255,Entry,2,ITI2sec,,
3604,1081,570,Input,33,Off1A1,,
3605,1082,260,Exit,2,ITI2sec,Time,
3606,1082,260,Entry,3,RandomHole,,
3607,1082,270,Exit,3,RandomHole,Time,
3608,1082,270,List,,Pseudo1a5,   10,000,
3609,1082,270,Entry,10,hole3,,
3610,1082,270,Reg,12,HoleNumber,    3,000,
3611,1082,880,Input,4,On1A4,,
3612,1082,880,Exit,10,hole3,4,
3613,1082,880,Entry,17,CorrectResp,,
3614,1082,880,Reg,3,ComptCR,  101,000,
3615,1082,880,Reg,6,Reward,  101,000,
3616,1082,880,Reg,8,CptReward,   96,000,
3617,1082,880,Reg,1,ComptOmision,    0,000,
3618,1082,885,Exit,17,CorrectResp,Time,
3619,1082,885,Entry,1,MagEntry,,
3620,1082,885,Reg,2,ComptNbessai,  127,000,
3621,1082,885,Reg,13,Accuracy,   75,591,
3622,1082,885,Reg,14,Omission,    0,000,
3623,1083,545,Input,36,Off1A4,,
3624,1084,210,Input,1,On1A1,,
3625,1084,210,Exit,1,MagEntry,1,
3626,1084,210,Entry,2,ITI2sec,,
3627,1085,200,Input,33,Off1A1,,
3628,1086,215,Exit,2,ITI2sec,Time,
3629,1086,215,Entry,3,RandomHole,,
3630,1086,225,Exit,3,RandomHole,Time,
3631,1086,225,List,,Pseudo1a5,   10,000,
3632,1086,225,Entry,10,hole3,,
3633,1086,225,Reg,12,HoleNumber,    3,000,
3634,1087,225,Exit,10,hole3,Time,
3635,1087,225,Entry,11,Holdhole3,,
3636,1087,230,Exit,11,Holdhole3,,
3637,1087,230,Entry,16,Omission,,
3638,1087,230,Reg,1,ComptOmision,    1,000,
3639,1087,230,Reg,9,Omision,   29,000,
3640,1087,240,Exit,16,Omission,Time,
3641,1087,240,Entry,5,TimeOut,,
3642,1087,275,Input,4,On1A4,,
3643,1087,940,Input,36,Off1A4,,
3644,1092,245,Exit,5,TimeOut,Time,
3645,1092,245,Entry,1,MagEntry,,
3646,1092,245,Reg,2,ComptNbessai,  128,000,
3647,1092,245,Reg,13,Accuracy,   75,000,
3648,1092,245,Reg,14,Omission,    0,000,
3649,1100,505,Input,1,On1A1,,
3650,1100,505,Exit,1,MagEntry,1,
3651,1100,505,Entry,2,ITI2sec,,
3652,1101,825,Input,33,Off1A1,,
3653,1102,510,Exit,2,ITI2sec,Time,
3654,1102,510,Entry,3,RandomHole,,
3655,1102,520,Exit,3,RandomHole,Time,
3656,1102,520,List,,Pseudo1a5,    8,000,
3657,1102,520,Entry,8,hole2,,
3658,1102,520,Reg,12,HoleNumber,    2,000,
3659,1103,330,Input,3,On1A3,,
3660,1103,330,Exit,8,hole2,3,
3661,1103,330,Entry,17,CorrectResp,,
3662,1103,330,Reg,3,ComptCR,  102,000,
3663,1103,330,Reg,6,Reward,  102,000,
3664,1103,330,Reg,8,CptReward,   97,000,
3665,1103,330,Reg,1,ComptOmision,    0,000,
3666,1103,335,Exit,17,CorrectResp,Time,
3667,1103,335,Entry,1,MagEntry,,
3668,1103,335,Reg,2,ComptNbessai,  129,000,
3669,1103,335,Reg,13,Accuracy,   75,194,
3670,1103,335,Reg,14,Omission,    0,000,
3671,1103,660,Input,4,On1A4,,
3672,1103,670,Input,35,Off1A3,,
3673,1103,990,Input,36,Off1A4,,
3674,1104,565,Input,1,On1A1,,
3675,1104,565,Exit,1,MagEntry,1,
3676,1104,565,Entry,2,ITI2sec,,
3677,1105,555,Input,33,Off1A1,,
3678,1106,570,Exit,2,ITI2sec,Time,
3679,1106,570,Entry,3,RandomHole,,
3680,1106,580,Exit,3,RandomHole,Time,
3681,1106,580,List,,Pseudo1a5,   14,000,
3682,1106,580,Entry,14,hole5,,
3683,1106,580,Reg,12,HoleNumber,    5,000,
3684,1107,005,Input,3,On1A3,,
3685,1107,005,Input,4,On1A4,,
3686,1107,005,Exit,14,hole5,4,
3687,1107,005,Entry,17,CorrectResp,,
3688,1107,005,Reg,3,ComptCR,  103,000,
3689,1107,005,Reg,6,Reward,  103,000,
3690,1107,005,Reg,8,CptReward,   98,000,
3691,1107,005,Reg,1,ComptOmision,    0,000,
3692,1107,010,Exit,17,CorrectResp,Time,
3693,1107,010,Entry,1,MagEntry,,
3694,1107,010,Reg,2,ComptNbessai,  130,000,
3695,1107,010,Reg,13,Accuracy,   75,385,
3696,1107,010,Reg,14,Omission,    0,000,
3697,1107,345,Input,35,Off1A3,,
3698,1107,345,Input,36,Off1A4,,
3699,1107,900,Input,1,On1A1,,
3700,1107,900,Exit,1,MagEntry,1,
3701,1107,900,Entry,2,ITI2sec,,
3702,1108,890,Input,33,Off1A1,,
3703,1109,905,Exit,2,ITI2sec,Time,
3704,1109,905,Entry,3,RandomHole,,
3705,1109,915,Exit,3,RandomHole,Time,
3706,1109,915,List,,Pseudo1a5,   14,000,
3707,1109,915,Entry,14,hole5,,
3708,1109,915,Reg,12,HoleNumber,    5,000,
3709,1110,180,Input,3,On1A3,,
3710,1110,180,Input,4,On1A4,,
3711,1110,180,Exit,14,hole5,4,
3712,1110,180,Entry,17,CorrectResp,,
3713,1110,180,Reg,3,ComptCR,  104,000,
3714,1110,180,Reg,6,Reward,  104,000,
3715,1110,180,Reg,8,CptReward,   99,000,
3716,1110,180,Reg,1,ComptOmision,    0,000,
3717,1110,185,Exit,17,CorrectResp,Time,
3718,1110,185,Entry,1,MagEntry,,
3719,1110,185,Reg,2,ComptNbessai,  131,000,
3720,1110,185,Reg,13,Accuracy,   75,573,
3721,1110,185,Reg,14,Omission,    0,000,
3722,1111,170,Input,35,Off1A3,,
3723,1111,170,Input,36,Off1A4,,
3724,1111,445,Input,1,On1A1,,
3725,1111,445,Exit,1,MagEntry,1,
3726,1111,445,Entry,2,ITI2sec,,
3727,1113,090,Input,33,Off1A1,,
3728,1113,450,Exit,2,ITI2sec,Time,
3729,1113,450,Entry,3,RandomHole,,
3730,1113,460,Exit,3,RandomHole,Time,
3731,1113,460,List,,Pseudo1a5,    8,000,
3732,1113,460,Entry,8,hole2,,
3733,1113,460,Reg,12,HoleNumber,    2,000,
3734,1114,460,Exit,8,hole2,Time,
3735,1114,460,Entry,9,Holdhole2,,
3736,1114,930,Input,3,On1A3,,
3737,1114,930,Exit,9,Holdhole2,3,
3738,1114,930,Entry,17,CorrectResp,,
3739,1114,930,Reg,3,ComptCR,  105,000,
3740,1114,930,Reg,6,Reward,  105,000,
3741,1114,930,Reg,8,CptReward,  100,000,
3742,1114,930,Reg,1,ComptOmision,    0,000,
3743,1114,935,Exit,17,CorrectResp,Time,
3744,1114,935,Entry,1,MagEntry,,
3745,1114,935,Reg,2,ComptNbessai,  132,000,
3746,1114,935,Reg,13,Accuracy,   75,758,
3747,1114,935,Reg,14,Omission,    0,000,
3748,1115,270,Input,35,Off1A3,,
3749,1116,200,Input,1,On1A1,,
3750,1116,200,Exit,1,MagEntry,1,
3751,1116,200,Entry,2,ITI2sec,,
3752,1117,515,Input,33,Off1A1,,
3753,1118,205,Exit,2,ITI2sec,Time,
3754,1118,205,Entry,3,RandomHole,,
3755,1118,215,Exit,3,RandomHole,Time,
3756,1118,215,List,,Pseudo1a5,   14,000,
3757,1118,215,Entry,14,hole5,,
3758,1118,215,Reg,12,HoleNumber,    5,000,
3759,1119,050,Input,3,On1A3,,
3760,1119,050,Input,4,On1A4,,
3761,1119,050,Exit,14,hole5,4,
3762,1119,050,Entry,17,CorrectResp,,
3763,1119,050,Reg,3,ComptCR,  106,000,
3764,1119,050,Reg,6,Reward,  106,000,
3765,1119,050,Reg,8,CptReward,  101,000,
3766,1119,050,Reg,1,ComptOmision,    0,000,
3767,1119,055,Exit,17,CorrectResp,Time,
3768,1119,055,Entry,1,MagEntry,,
3769,1119,055,Reg,2,ComptNbessai,  133,000,
3770,1119,055,Reg,13,Accuracy,   75,940,
3771,1119,055,Reg,14,Omission,    0,000,
3772,1120,040,Input,35,Off1A3,,
3773,1120,040,Input,36,Off1A4,,
3774,1120,480,Input,1,On1A1,,
3775,1120,480,Exit,1,MagEntry,1,
3776,1120,480,Entry,2,ITI2sec,,
3777,1121,470,Input,33,Off1A1,,
3778,1122,485,Exit,2,ITI2sec,Time,
3779,1122,485,Entry,3,RandomHole,,
3780,1122,495,Exit,3,RandomHole,Time,
3781,1122,495,List,,Pseudo1a5,   10,000,
3782,1122,495,Entry,10,hole3,,
3783,1122,495,Reg,12,HoleNumber,    3,000,
3784,1123,495,Exit,10,hole3,Time,
3785,1123,495,Entry,11,Holdhole3,,
3786,1123,500,Exit,11,Holdhole3,,
3787,1123,500,Entry,16,Omission,,
3788,1123,500,Reg,1,ComptOmision,    1,000,
3789,1123,500,Reg,9,Omision,   30,000,
3790,1123,510,Exit,16,Omission,Time,
3791,1123,510,Entry,5,TimeOut,,
3792,1123,600,Input,4,On1A4,,
3793,1123,940,Input,36,Off1A4,,
3794,1128,515,Exit,5,TimeOut,Time,
3795,1128,515,Entry,1,MagEntry,,
3796,1128,515,Reg,2,ComptNbessai,  134,000,
3797,1128,515,Reg,13,Accuracy,   75,373,
3798,1128,515,Reg,14,Omission,    0,000,
3799,1128,875,Input,1,On1A1,,
3800,1128,875,Exit,1,MagEntry,1,
3801,1128,875,Entry,2,ITI2sec,,
3802,1129,865,Input,33,Off1A1,,
3803,1130,880,Exit,2,ITI2sec,Time,
3804,1130,880,Entry,3,RandomHole,,
3805,1130,891,Exit,3,RandomHole,Time,
3806,1130,891,List,,Pseudo1a5,   14,000,
3807,1130,891,Entry,14,hole5,,
3808,1130,891,Reg,12,HoleNumber,    5,000,
3809,1131,820,Input,3,On1A3,,
3810,1131,820,Input,4,On1A4,,
3811,1131,820,Exit,14,hole5,4,
3812,1131,820,Entry,17,CorrectResp,,
3813,1131,820,Reg,3,ComptCR,  107,000,
3814,1131,820,Reg,6,Reward,  107,000,
3815,1131,820,Reg,8,CptReward,  102,000,
3816,1131,820,Reg,1,ComptOmision,    0,000,
3817,1131,825,Exit,17,CorrectResp,Time,
3818,1131,825,Entry,1,MagEntry,,
3819,1131,825,Reg,2,ComptNbessai,  135,000,
3820,1131,825,Reg,13,Accuracy,   75,556,
3821,1131,825,Reg,14,Omission,    0,000,
3822,1132,160,Input,35,Off1A3,,
3823,1132,160,Input,36,Off1A4,,
3824,1132,560,Input,1,On1A1,,
3825,1132,560,Exit,1,MagEntry,1,
3826,1132,560,Entry,2,ITI2sec,,
3827,1134,200,Input,33,Off1A1,,
3828,1134,565,Exit,2,ITI2sec,Time,
3829,1134,565,Entry,3,RandomHole,,
3830,1134,575,Exit,3,RandomHole,Time,
3831,1134,575,List,,Pseudo1a5,   14,000,
3832,1134,575,Entry,14,hole5,,
3833,1134,575,Reg,12,HoleNumber,    5,000,
3834,1135,395,Input,3,On1A3,,
3835,1135,395,Input,4,On1A4,,
3836,1135,395,Exit,14,hole5,4,
3837,1135,395,Entry,17,CorrectResp,,
3838,1135,395,Reg,3,ComptCR,  108,000,
3839,1135,395,Reg,6,Reward,  108,000,
3840,1135,395,Reg,8,CptReward,  103,000,
3841,1135,395,Reg,1,ComptOmision,    0,000,
3842,1135,400,Exit,17,CorrectResp,Time,
3843,1135,400,Entry,1,MagEntry,,
3844,1135,400,Reg,2,ComptNbessai,  136,000,
3845,1135,400,Reg,13,Accuracy,   75,735,
3846,1135,400,Reg,14,Omission,    0,000,
3847,1135,735,Input,35,Off1A3,,
3848,1135,735,Input,36,Off1A4,,
3849,1135,745,Input,3,On1A3,,
3850,1135,745,Input,4,On1A4,,
3851,1136,085,Input,35,Off1A3,,
3852,1136,085,Input,36,Off1A4,,
3853,1136,610,Input,1,On1A1,,
3854,1136,610,Exit,1,MagEntry,1,
3855,1136,610,Entry,2,ITI2sec,,
3856,1137,600,Input,33,Off1A1,,
3857,1138,615,Exit,2,ITI2sec,Time,
3858,1138,615,Entry,3,RandomHole,,
3859,1138,625,Exit,3,RandomHole,Time,
3860,1138,625,List,,Pseudo1a5,   14,000,
3861,1138,625,Entry,14,hole5,,
3862,1138,625,Reg,12,HoleNumber,    5,000,
3863,1139,090,Input,3,On1A3,,
3864,1139,090,Input,4,On1A4,,
3865,1139,090,Exit,14,hole5,4,
3866,1139,090,Entry,17,CorrectResp,,
3867,1139,090,Reg,3,ComptCR,  109,000,
3868,1139,090,Reg,6,Reward,  109,000,
3869,1139,090,Reg,8,CptReward,  104,000,
3870,1139,090,Reg,1,ComptOmision,    0,000,
3871,1139,095,Exit,17,CorrectResp,Time,
3872,1139,095,Entry,1,MagEntry,,
3873,1139,095,Reg,2,ComptNbessai,  137,000,
3874,1139,095,Reg,13,Accuracy,   75,912,
3875,1139,095,Reg,14,Omission,    0,000,
3876,1139,755,Input,35,Off1A3,,
3877,1139,755,Input,36,Off1A4,,
3878,1140,246,Input,1,On1A1,,
3879,1140,246,Exit,1,MagEntry,1,
3880,1140,246,Entry,2,ITI2sec,,
3881,1141,235,Input,33,Off1A1,,
3882,1142,250,Exit,2,ITI2sec,Time,
3883,1142,250,Entry,3,RandomHole,,
3884,1142,260,Exit,3,RandomHole,Time,
3885,1142,260,List,,Pseudo1a5,    6,000,
3886,1142,260,Entry,6,hole1,,
3887,1142,260,Reg,12,HoleNumber,    1,000,
3888,1143,260,Exit,6,hole1,Time,
3889,1143,260,Entry,7,Holdhole1,,
3890,1144,261,Exit,7,Holdhole1,Time,
3891,1144,261,Entry,16,Omission,,
3892,1144,261,Reg,1,ComptOmision,    1,000,
3893,1144,261,Reg,9,Omision,   31,000,
3894,1144,276,Exit,16,Omission,Time,
3895,1144,276,Entry,5,TimeOut,,
3896,1146,965,Input,1,On1A1,,
3897,1147,630,Input,33,Off1A1,,
3898,1149,280,Exit,5,TimeOut,Time,
3899,1149,280,Entry,1,MagEntry,,
3900,1149,280,Reg,2,ComptNbessai,  138,000,
3901,1149,280,Reg,13,Accuracy,   75,362,
3902,1149,280,Reg,14,Omission,    0,000,
3903,1152,805,Input,1,On1A1,,
3904,1152,805,Exit,1,MagEntry,1,
3905,1152,805,Entry,2,ITI2sec,,
3906,1153,470,Input,33,Off1A1,,
3907,1154,810,Exit,2,ITI2sec,Time,
3908,1154,810,Entry,3,RandomHole,,
3909,1154,820,Exit,3,RandomHole,Time,
3910,1154,820,List,,Pseudo1a5,   12,000,
3911,1154,820,Entry,12,hole4,,
3912,1154,820,Reg,12,HoleNumber,    4,000,
3913,1155,190,Input,2,On1A2,,
3914,1155,190,Input,3,On1A3,,
3915,1155,190,Exit,12,hole4,3,
3916,1155,190,Entry,17,CorrectResp,,
3917,1155,190,Reg,3,ComptCR,  110,000,
3918,1155,190,Reg,6,Reward,  110,000,
3919,1155,190,Reg,8,CptReward,  105,000,
3920,1155,190,Reg,1,ComptOmision,    0,000,
3921,1155,195,Exit,17,CorrectResp,Time,
3922,1155,195,Entry,1,MagEntry,,
3923,1155,195,Reg,2,ComptNbessai,  139,000,
3924,1155,195,Reg,13,Accuracy,   75,540,
3925,1155,195,Reg,14,Omission,    0,000,
3926,1155,530,Input,34,Off1A2,,
3927,1155,530,Input,35,Off1A3,,
3928,1155,930,Input,1,On1A1,,
3929,1155,930,Exit,1,MagEntry,1,
3930,1155,930,Entry,2,ITI2sec,,
3931,1157,576,Input,33,Off1A1,,
3932,1157,935,Exit,2,ITI2sec,Time,
3933,1157,935,Entry,3,RandomHole,,
3934,1157,946,Exit,3,RandomHole,Time,
3935,1157,946,List,,Pseudo1a5,   14,000,
3936,1157,946,Entry,14,hole5,,
3937,1157,946,Reg,12,HoleNumber,    5,000,
3938,1158,950,Exit,14,hole5,Time,
3939,1158,950,Entry,15,Holdhole5,,
3940,1159,320,Input,3,On1A3,,
3941,1159,320,Input,4,On1A4,,
3942,1159,320,Exit,15,Holdhole5,4,
3943,1159,320,Entry,17,CorrectResp,,
3944,1159,320,Reg,3,ComptCR,  111,000,
3945,1159,320,Reg,6,Reward,  111,000,
3946,1159,320,Reg,8,CptReward,  106,000,
3947,1159,320,Reg,1,ComptOmision,    0,000,
3948,1159,325,Exit,17,CorrectResp,Time,
3949,1159,325,Entry,1,MagEntry,,
3950,1159,325,Reg,2,ComptNbessai,  140,000,
3951,1159,325,Reg,13,Accuracy,   75,714,
3952,1159,325,Reg,14,Omission,    0,000,
3953,1160,310,Input,35,Off1A3,,
3954,1160,310,Input,36,Off1A4,,
3955,1161,530,Input,1,On1A1,,
3956,1161,530,Exit,1,MagEntry,1,
3957,1161,530,Entry,2,ITI2sec,,
3958,1162,845,Input,33,Off1A1,,
3959,1163,535,Exit,2,ITI2sec,Time,
3960,1163,535,Entry,3,RandomHole,,
3961,1163,545,Exit,3,RandomHole,Time,
3962,1163,545,List,,Pseudo1a5,    6,000,
3963,1163,545,Entry,6,hole1,,
3964,1163,545,Reg,12,HoleNumber,    1,000,
3965,1164,070,Input,2,On1A2,,
3966,1164,070,Exit,6,hole1,2,
3967,1164,070,Entry,17,CorrectResp,,
3968,1164,070,Reg,3,ComptCR,  112,000,
3969,1164,070,Reg,6,Reward,  112,000,
3970,1164,070,Reg,8,CptReward,  107,000,
3971,1164,070,Reg,1,ComptOmision,    0,000,
3972,1164,075,Exit,17,CorrectResp,Time,
3973,1164,075,Entry,1,MagEntry,,
3974,1164,075,Reg,2,ComptNbessai,  141,000,
3975,1164,075,Reg,13,Accuracy,   75,887,
3976,1164,075,Reg,14,Omission,    0,000,
3977,1164,740,Input,34,Off1A2,,
3978,1165,410,Input,1,On1A1,,
3979,1165,410,Exit,1,MagEntry,1,
3980,1165,410,Entry,2,ITI2sec,,
3981,1166,400,Input,33,Off1A1,,
3982,1167,415,Exit,2,ITI2sec,Time,
3983,1167,415,Entry,3,RandomHole,,
3984,1167,425,Exit,3,RandomHole,Time,
3985,1167,425,List,,Pseudo1a5,   12,000,
3986,1167,425,Entry,12,hole4,,
3987,1167,425,Reg,12,HoleNumber,    4,000,
3988,1168,185,Input,2,On1A2,,
3989,1168,185,Input,3,On1A3,,
3990,1168,185,Exit,12,hole4,3,
3991,1168,185,Entry,17,CorrectResp,,
3992,1168,185,Reg,3,ComptCR,  113,000,
3993,1168,185,Reg,6,Reward,  113,000,
3994,1168,185,Reg,8,CptReward,  108,000,
3995,1168,185,Reg,1,ComptOmision,    0,000,
3996,1168,190,Exit,17,CorrectResp,Time,
3997,1168,190,Entry,1,MagEntry,,
3998,1168,190,Reg,2,ComptNbessai,  142,000,
3999,1168,190,Reg,13,Accuracy,   76,056,
4000,1168,190,Reg,14,Omission,    0,000,
4001,1168,845,Input,34,Off1A2,,
4002,1168,845,Input,35,Off1A3,,
4003,1170,455,Input,1,On1A1,,
4004,1170,455,Exit,1,MagEntry,1,
4005,1170,455,Entry,2,ITI2sec,,
4006,1171,120,Input,33,Off1A1,,
4007,1172,460,Exit,2,ITI2sec,Time,
4008,1172,460,Entry,3,RandomHole,,
4009,1172,470,Exit,3,RandomHole,Time,
4010,1172,470,List,,Pseudo1a5,    8,000,
4011,1172,470,Entry,8,hole2,,
4012,1172,470,Reg,12,HoleNumber,    2,000,
4013,1173,110,Input,2,On1A2,,
4014,1173,110,Exit,8,hole2,2,
4015,1173,110,Entry,18,IncorrectResp,,
4016,1173,110,Reg,4,ComptIncR,    2,000,
4017,1173,110,Reg,1,ComptOmision,    0,000,
4018,1173,120,Exit,18,IncorrectResp,Time,
4019,1173,120,Entry,5,TimeOut,,
4020,1173,451,Input,34,Off1A2,,
4021,1177,235,Input,1,On1A1,,
4022,1178,126,Exit,5,TimeOut,Time,
4023,1178,126,Entry,1,MagEntry,,
4024,1178,126,Reg,2,ComptNbessai,  143,000,
4025,1178,126,Reg,13,Accuracy,   75,524,
4026,1178,126,Reg,14,Omission,    0,000,
4027,1178,225,Input,33,Off1A1,,
4028,1178,945,Input,1,On1A1,,
4029,1178,945,Exit,1,MagEntry,1,
4030,1178,945,Entry,2,ITI2sec,,
4031,1179,610,Input,33,Off1A1,,
4032,1180,950,Exit,2,ITI2sec,Time,
4033,1180,950,Entry,3,RandomHole,,
4034,1180,960,Exit,3,RandomHole,Time,
4035,1180,960,List,,Pseudo1a5,   12,000,
4036,1180,960,Entry,12,hole4,,
4037,1180,960,Reg,12,HoleNumber,    4,000,
4038,1181,580,Input,2,On1A2,,
4039,1181,580,Input,3,On1A3,,
4040,1181,580,Exit,12,hole4,3,
4041,1181,580,Entry,17,CorrectResp,,
4042,1181,580,Reg,3,ComptCR,  114,000,
4043,1181,580,Reg,6,Reward,  114,000,
4044,1181,580,Reg,8,CptReward,  109,000,
4045,1181,580,Reg,1,ComptOmision,    0,000,
4046,1181,585,Exit,17,CorrectResp,Time,
4047,1181,585,Entry,1,MagEntry,,
4048,1181,585,Reg,2,ComptNbessai,  144,000,
4049,1181,585,Reg,13,Accuracy,   75,694,
4050,1181,585,Reg,14,Omission,    0,000,
4051,1182,245,Input,34,Off1A2,,
4052,1182,245,Input,35,Off1A3,,
4053,1183,180,Input,1,On1A1,,
4054,1183,180,Exit,1,MagEntry,1,
4055,1183,180,Entry,2,ITI2sec,,
4056,1184,170,Input,33,Off1A1,,
4057,1185,185,Exit,2,ITI2sec,Time,
4058,1185,185,Entry,3,RandomHole,,
4059,1185,195,Exit,3,RandomHole,Time,
4060,1185,195,List,,Pseudo1a5,   14,000,
4061,1185,195,Entry,14,hole5,,
4062,1185,195,Reg,12,HoleNumber,    5,000,
4063,1185,695,Input,3,On1A3,,
4064,1185,695,Input,4,On1A4,,
4065,1185,695,Exit,14,hole5,4,
4066,1185,695,Entry,17,CorrectResp,,
4067,1185,695,Reg,3,ComptCR,  115,000,
4068,1185,695,Reg,6,Reward,  115,000,
4069,1185,695,Reg,8,CptReward,  110,000,
4070,1185,695,Reg,1,ComptOmision,    0,000,
4071,1185,700,Exit,17,CorrectResp,Time,
4072,1185,700,Entry,1,MagEntry,,
4073,1185,700,Reg,2,ComptNbessai,  145,000,
4074,1185,700,Reg,13,Accuracy,   75,862,
4075,1185,700,Reg,14,Omission,    0,000,
4076,1186,035,Input,35,Off1A3,,
4077,1186,035,Input,36,Off1A4,,
4078,1186,466,Input,1,On1A1,,
4079,1186,466,Exit,1,MagEntry,1,
4080,1186,466,Entry,2,ITI2sec,,
4081,1187,785,Input,33,Off1A1,,
4082,1188,470,Exit,2,ITI2sec,Time,
4083,1188,470,Entry,3,RandomHole,,
4084,1188,480,Exit,3,RandomHole,Time,
4085,1188,480,List,,Pseudo1a5,   12,000,
4086,1188,480,Entry,12,hole4,,
4087,1188,480,Reg,12,HoleNumber,    4,000,
4088,1188,875,Input,2,On1A2,,
4089,1188,875,Input,3,On1A3,,
4090,1188,875,Exit,12,hole4,3,
4091,1188,875,Entry,17,CorrectResp,,
4092,1188,875,Reg,3,ComptCR,  116,000,
4093,1188,875,Reg,6,Reward,  116,000,
4094,1188,875,Reg,8,CptReward,  111,000,
4095,1188,875,Reg,1,ComptOmision,    0,000,
4096,1188,880,Exit,17,CorrectResp,Time,
4097,1188,880,Entry,1,MagEntry,,
4098,1188,880,Reg,2,ComptNbessai,  146,000,
4099,1188,880,Reg,13,Accuracy,   76,027,
4100,1188,880,Reg,14,Omission,    0,000,
4101,1189,540,Input,34,Off1A2,,
4102,1189,540,Input,35,Off1A3,,
4103,1189,810,Input,3,On1A3,,
4104,1189,810,Input,4,On1A4,,
4105,1190,150,Input,35,Off1A3,,
4106,1190,150,Input,36,Off1A4,,
4107,1190,875,Input,1,On1A1,,
4108,1190,875,Exit,1,MagEntry,1,
4109,1190,875,Entry,2,ITI2sec,,
4110,1191,540,Input,33,Off1A1,,
4111,1191,835,Input,1,On1A1,,
4112,1192,175,Input,33,Off1A1,,
4113,1192,876,Exit,2,ITI2sec,Time,
4114,1192,876,Entry,3,RandomHole,,
4115,1192,890,Exit,3,RandomHole,Time,
4116,1192,890,List,,Pseudo1a5,    6,000,
4117,1192,890,Entry,6,hole1,,
4118,1192,890,Reg,12,HoleNumber,    1,000,
4119,1193,125,Input,2,On1A2,,
4120,1193,125,Exit,6,hole1,2,
4121,1193,125,Entry,17,CorrectResp,,
4122,1193,125,Reg,3,ComptCR,  117,000,
4123,1193,125,Reg,6,Reward,  117,000,
4124,1193,125,Reg,8,CptReward,  112,000,
4125,1193,125,Reg,1,ComptOmision,    0,000,
4126,1193,130,Exit,17,CorrectResp,Time,
4127,1193,130,Entry,1,MagEntry,,
4128,1193,130,Reg,2,ComptNbessai,  147,000,
4129,1193,130,Reg,13,Accuracy,   76,190,
4130,1193,130,Reg,14,Omission,    0,000,
4131,1193,790,Input,34,Off1A2,,
4132,1194,180,Input,1,On1A1,,
4133,1194,180,Exit,1,MagEntry,1,
4134,1194,180,Entry,2,ITI2sec,,
4135,1195,495,Input,33,Off1A1,,
4136,1196,185,Exit,2,ITI2sec,Time,
4137,1196,185,Entry,3,RandomHole,,
4138,1196,195,Exit,3,RandomHole,Time,
4139,1196,195,List,,Pseudo1a5,   12,000,
4140,1196,195,Entry,12,hole4,,
4141,1196,195,Reg,12,HoleNumber,    4,000,
4142,1196,880,Input,2,On1A2,,
4143,1196,880,Input,3,On1A3,,
4144,1196,880,Exit,12,hole4,3,
4145,1196,880,Entry,17,CorrectResp,,
4146,1196,880,Reg,3,ComptCR,  118,000,
4147,1196,880,Reg,6,Reward,  118,000,
4148,1196,880,Reg,8,CptReward,  113,000,
4149,1196,880,Reg,1,ComptOmision,    0,000,
4150,1196,885,Exit,17,CorrectResp,Time,
4151,1196,885,Entry,1,MagEntry,,
4152,1196,885,Reg,2,ComptNbessai,  148,000,
4153,1196,885,Reg,13,Accuracy,   76,351,
4154,1196,885,Reg,14,Omission,    0,000,
4155,1197,870,Input,34,Off1A2,,
4156,1197,870,Input,35,Off1A3,,
4157,1198,285,Input,1,On1A1,,
4158,1198,285,Exit,1,MagEntry,1,
4159,1198,285,Entry,2,ITI2sec,,
4160,1198,950,Input,33,Off1A1,,
4161,1200,290,Exit,2,ITI2sec,Time,
4162,1200,290,Entry,3,RandomHole,,
4163,1200,300,Exit,3,RandomHole,Time,
4164,1200,300,List,,Pseudo1a5,    8,000,
4165,1200,300,Entry,8,hole2,,
4166,1200,300,Reg,12,HoleNumber,    2,000,
4167,1200,975,Input,3,On1A3,,
4168,1200,975,Exit,8,hole2,3,
4169,1200,975,Entry,17,CorrectResp,,
4170,1200,975,Reg,3,ComptCR,  119,000,
4171,1200,975,Reg,6,Reward,  119,000,
4172,1200,975,Reg,8,CptReward,  114,000,
4173,1200,975,Reg,1,ComptOmision,    0,000,
4174,1200,980,Exit,17,CorrectResp,Time,
4175,1200,980,Entry,1,MagEntry,,
4176,1200,980,Reg,2,ComptNbessai,  149,000,
4177,1200,980,Reg,13,Accuracy,   76,510,
4178,1200,980,Reg,14,Omission,    0,000,
4179,1201,305,Input,4,On1A4,,
4180,1201,315,Input,35,Off1A3,,
4181,1201,630,Input,3,On1A3,,
4182,1201,641,Input,36,Off1A4,,
4183,1201,965,Input,35,Off1A3,,
4184,1202,560,Input,1,On1A1,,
4185,1202,560,Exit,1,MagEntry,1,
4186,1202,560,Entry,2,ITI2sec,,
4187,1203,550,Input,33,Off1A1,,
4188,1204,565,Exit,2,ITI2sec,Time,
4189,1204,565,Entry,3,RandomHole,,
4190,1204,575,Exit,3,RandomHole,Time,
4191,1204,575,List,,Pseudo1a5,   12,000,
4192,1204,575,Entry,12,hole4,,
4193,1204,575,Reg,12,HoleNumber,    4,000,
